Port Name,State,Port Code,Border,Date,Measure,Value,Year,Month,DayOfWeek
Ogdensburg,NY,701,US-Canada Border,1996-10-01,Truck Containers Empty,47,1996,Oct,Tue
Northgate,ND,3406,US-Canada Border,2001-07-01,Truck Containers Empty,116,2001,Jul,Sun
Noonan,ND,3420,US-Canada Border,2015-12-01,Trucks,453,2015,Dec,Tue
Andrade,CA,2502,US-Mexico Border,2005-01-01,Truck Containers Full,102,2005,Jan,Sat
Madawaska,ME,109,US-Canada Border,2014-01-01,Personal Vehicle Passengers,52282,2014,Jan,Wed
El Paso,TX,2402,US-Mexico Border,2003-02-01,Personal Vehicle Passengers,1958480,2003,Feb,Sat
Hannah,ND,3408,US-Canada Border,2016-02-01,Personal Vehicle Passengers,92,2016,Feb,Mon
Buffalo-Niagara Falls,NY,901,US-Canada Border,2000-07-01,Trucks,89084,2000,Jul,Sat
Roseau,MN,3426,US-Canada Border,2004-04-01,Personal Vehicle Passengers,6070,2004,Apr,Thu
Detroit,MI,3801,US-Canada Border,2006-09-01,Personal Vehicle Passengers,925448,2006,Sep,Fri
Wildhorse,MT,3323,US-Canada Border,2011-01-01,Personal Vehicles,512,2011,Jan,Sat
Calexico,CA,2503,US-Mexico Border,1997-01-01,Pedestrians,632249,1997,Jan,Wed
Sherwood,ND,3414,US-Canada Border,2007-01-01,Personal Vehicles,991,2007,Jan,Mon
Alcan,AK,3104,US-Canada Border,2008-08-01,Truck Containers Full,467,2008,Aug,Fri
Danville,WA,3012,US-Canada Border,2005-06-01,Truck Containers Full,29,2005,Jun,Wed
Frontier,WA,3020,US-Canada Border,2010-01-01,Personal Vehicle Passengers,7233,2010,Jan,Fri
Morgan,MT,3319,US-Canada Border,2010-04-01,Truck Containers Empty,9,2010,Apr,Thu
Roseau,MN,3426,US-Canada Border,2018-01-01,Truck Containers Full,175,2018,Jan,Mon
Blaine,WA,3004,US-Canada Border,2008-08-01,Personal Vehicles,300374,2008,Aug,Fri
Del Bonita,MT,3322,US-Canada Border,2005-05-01,Personal Vehicle Passengers,3906,2005,May,Sun
Morgan,MT,3319,US-Canada Border,2010-12-01,Truck Containers Empty,6,2010,Dec,Wed
Madawaska,ME,109,US-Canada Border,2012-05-01,Truck Containers Full,528,2012,May,Tue
Warroad,MN,3423,US-Canada Border,2015-09-01,Personal Vehicles,13575,2015,Sep,Tue
Nogales,AZ,2604,US-Mexico Border,2002-02-01,Trains,48,2002,Feb,Fri
Eagle Pass,TX,2303,US-Mexico Border,2004-05-01,Buses,160,2004,May,Sat
Alexandria Bay,NY,708,US-Canada Border,2014-09-01,Trucks,16984,2014,Sep,Mon
Nogales,AZ,2604,US-Mexico Border,1999-12-01,Rail Containers Full,1526,1999,Dec,Wed
Metaline Falls,WA,3025,US-Canada Border,2016-10-01,Personal Vehicle Passengers,4341,2016,Oct,Sat
Tecate,CA,2505,US-Mexico Border,2001-03-01,Truck Containers Empty,2910,2001,Mar,Thu
Baudette,MN,3424,US-Canada Border,2019-08-01,Truck Containers Empty,351,2019,Aug,Thu
Otay Mesa,CA,2506,US-Mexico Border,2019-03-01,Pedestrians,306812,2019,Mar,Fri
Houlton,ME,106,US-Canada Border,1996-12-01,Bus Passengers,299,1996,Dec,Sun
Scobey,MT,3309,US-Canada Border,2001-01-01,Trucks,99,2001,Jan,Mon
El Paso,TX,2402,US-Mexico Border,2015-07-01,Truck Containers Empty,30891,2015,Jul,Wed
Sarles,ND,3409,US-Canada Border,2011-09-01,Truck Containers Empty,12,2011,Sep,Thu
Trout River,NY,715,US-Canada Border,2003-06-01,Rail Containers Empty,415,2003,Jun,Sun
Baudette,MN,3424,US-Canada Border,1999-10-01,Buses,59,1999,Oct,Fri
Eastport,ID,3302,US-Canada Border,2006-08-01,Truck Containers Empty,371,2006,Aug,Tue
Fort Kent,ME,110,US-Canada Border,1997-10-01,Personal Vehicles,32594,1997,Oct,Wed
Laredo,TX,2304,US-Mexico Border,2003-11-01,Personal Vehicles,563997,2003,Nov,Sat
Limestone,ME,118,US-Canada Border,1998-12-01,Bus Passengers,66,1998,Dec,Tue
Sherwood,ND,3414,US-Canada Border,2009-12-01,Trucks,446,2009,Dec,Tue
Calexico East,CA,2507,US-Mexico Border,2005-09-01,Rail Containers Empty,690,2005,Sep,Thu
Derby Line,VT,209,US-Canada Border,2009-04-01,Truck Containers Full,7099,2009,Apr,Wed
Danville,WA,3012,US-Canada Border,2001-09-01,Pedestrians,90,2001,Sep,Sat
Cape Vincent,NY,706,US-Canada Border,2011-04-01,Personal Vehicles,19,2011,Apr,Fri
Sarles,ND,3409,US-Canada Border,2014-11-01,Truck Containers Empty,10,2014,Nov,Sat
Champlain-Rouses Point,NY,712,US-Canada Border,2014-07-01,Truck Containers Empty,2145,2014,Jul,Tue
Sweetgrass,MT,3310,US-Canada Border,2009-05-01,Truck Containers Empty,1607,2009,May,Fri
Noyes,MN,3402,US-Canada Border,1998-09-01,Rail Containers Full,5748,1998,Sep,Tue
Whitlash,MT,3321,US-Canada Border,2017-10-01,Trucks,14,2017,Oct,Sun
Carbury,ND,3421,US-Canada Border,2005-12-01,Trucks,51,2005,Dec,Thu
Tecate,CA,2505,US-Mexico Border,2003-03-01,Pedestrians,41153,2003,Mar,Sat
Naco,AZ,2603,US-Mexico Border,1996-01-01,Trucks,342,1996,Jan,Mon
Sault Sainte Marie,MI,3803,US-Canada Border,2002-08-01,Bus Passengers,12224,2002,Aug,Thu
Van Buren,ME,108,US-Canada Border,2011-10-01,Truck Containers Empty,921,2011,Oct,Sat
Calexico East,CA,2507,US-Mexico Border,2017-10-01,Truck Containers Full,15855,2017,Oct,Sun
Morgan,MT,3319,US-Canada Border,2006-10-01,Trucks,65,2006,Oct,Sun
Buffalo-Niagara Falls,NY,901,US-Canada Border,2012-08-01,Pedestrians,49947,2012,Aug,Wed
Hannah,ND,3408,US-Canada Border,2002-11-01,Personal Vehicles,408,2002,Nov,Fri
Hidalgo,TX,2305,US-Mexico Border,2012-09-01,Truck Containers Empty,10700,2012,Sep,Sat
Tecate,CA,2505,US-Mexico Border,2018-12-01,Personal Vehicles,88309,2018,Dec,Sat
Roseau,MN,3426,US-Canada Border,1999-07-01,Personal Vehicles,4773,1999,Jul,Thu
Van Buren,ME,108,US-Canada Border,1999-01-01,Pedestrians,435,1999,Jan,Fri
Nogales,AZ,2604,US-Mexico Border,2017-11-01,Truck Containers Empty,4177,2017,Nov,Wed
Calais,ME,115,US-Canada Border,2014-03-01,Truck Containers Empty,2,2014,Mar,Sat
Del Rio,TX,2302,US-Mexico Border,2012-08-01,Pedestrians,7840,2012,Aug,Wed
Porthill,ID,3308,US-Canada Border,2006-05-01,Personal Vehicles,7927,2006,May,Mon
Van Buren,ME,108,US-Canada Border,2001-11-01,Rail Containers Empty,165,2001,Nov,Thu
Blaine,WA,3004,US-Canada Border,2011-11-01,Trains,184,2011,Nov,Tue
Porthill,ID,3308,US-Canada Border,2010-05-01,Buses,4,2010,May,Sat
Portland,ME,101,US-Canada Border,2003-07-01,Truck Containers Empty,2,2003,Jul,Tue
Pinecreek,MN,3425,US-Canada Border,1999-05-01,Personal Vehicle Passengers,1249,1999,May,Sat
Detroit,MI,3801,US-Canada Border,2003-08-01,Buses,2888,2003,Aug,Fri
Carbury,ND,3421,US-Canada Border,2014-09-01,Buses,2,2014,Sep,Mon
Wildhorse,MT,3323,US-Canada Border,2016-06-01,Personal Vehicle Passengers,3288,2016,Jun,Wed
Fort Fairfield,ME,107,US-Canada Border,2017-10-01,Personal Vehicles,8611,2017,Oct,Sun
Roosville,MT,3318,US-Canada Border,2006-01-01,Buses,19,2006,Jan,Sun
Calais,ME,115,US-Canada Border,1997-08-01,Truck Containers Full,10552,1997,Aug,Fri
Brownsville,TX,2301,US-Mexico Border,2017-11-01,Rail Containers Empty,6754,2017,Nov,Wed
Highgate Springs-Alburg,VT,212,US-Canada Border,2012-06-01,Personal Vehicle Passengers,111331,2012,Jun,Fri
Fort Fairfield,ME,107,US-Canada Border,2002-03-01,Personal Vehicles,12781,2002,Mar,Fri
Baudette,MN,3424,US-Canada Border,2004-01-01,Personal Vehicle Passengers,32777,2004,Jan,Thu
Highgate Springs-Alburg,VT,212,US-Canada Border,2015-01-01,Bus Passengers,5796,2015,Jan,Thu
Anacortes,WA,3010,US-Canada Border,2008-08-01,Pedestrians,1975,2008,Aug,Fri
Norton,VT,211,US-Canada Border,2016-04-01,Rail Containers Full,584,2016,Apr,Fri
Ogdensburg,NY,701,US-Canada Border,1997-07-01,Buses,37,1997,Jul,Tue
Grand Portage,MN,3613,US-Canada Border,2008-12-01,Bus Passengers,2593,2008,Dec,Mon
Tornillo-Fabens,TX,2404,US-Mexico Border,2018-06-01,Personal Vehicles,28362,2018,Jun,Fri
Richford,VT,203,US-Canada Border,2015-03-01,Personal Vehicle Passengers,15441,2015,Mar,Sun
Antler,ND,3413,US-Canada Border,2014-06-01,Personal Vehicles,796,2014,Jun,Sun
Eagle Pass,TX,2303,US-Mexico Border,2008-09-01,Trains,142,2008,Sep,Mon
Limestone,ME,118,US-Canada Border,1997-07-01,Personal Vehicle Passengers,13228,1997,Jul,Tue
Laurier,WA,3016,US-Canada Border,2011-10-01,Train Passengers,6,2011,Oct,Sat
Otay Mesa,CA,2506,US-Mexico Border,1997-09-01,Train Passengers,42,1997,Sep,Mon
Sault Sainte Marie,MI,3803,US-Canada Border,2001-09-01,Rail Containers Full,1956,2001,Sep,Sat
Ferry,WA,3013,US-Canada Border,2001-07-01,Personal Vehicle Passengers,2744,2001,Jul,Sun
Norton,VT,211,US-Canada Border,1997-12-01,Truck Containers Empty,68,1997,Dec,Mon
Calais,ME,115,US-Canada Border,2014-12-01,Buses,15,2014,Dec,Mon
Wildhorse,MT,3323,US-Canada Border,2016-09-01,Personal Vehicles,1615,2016,Sep,Thu
Eastport,ID,3302,US-Canada Border,2006-06-01,Train Passengers,182,2006,Jun,Thu
Raymond,MT,3301,US-Canada Border,2015-08-01,Personal Vehicles,2988,2015,Aug,Sat
Douglas,AZ,2601,US-Mexico Border,2014-07-01,Bus Passengers,1526,2014,Jul,Tue
Madawaska,ME,109,US-Canada Border,1999-09-01,Personal Vehicle Passengers,120522,1999,Sep,Wed
Portal,ND,3403,US-Canada Border,2003-05-01,Trains,172,2003,May,Thu
Roosville,MT,3318,US-Canada Border,2013-06-01,Buses,8,2013,Jun,Sat
Grand Portage,MN,3613,US-Canada Border,1999-02-01,Trucks,3212,1999,Feb,Mon
Port Huron,MI,3802,US-Canada Border,2005-09-01,Personal Vehicles,171238,2005,Sep,Thu
Port Huron,MI,3802,US-Canada Border,2018-09-01,Rail Containers Full,19312,2018,Sep,Sat
Buffalo-Niagara Falls,NY,901,US-Canada Border,2019-09-01,Truck Containers Empty,15443,2019,Sep,Sun
Pembina,ND,3401,US-Canada Border,2013-07-01,Train Passengers,254,2013,Jul,Mon
Vanceboro,ME,105,US-Canada Border,2003-02-01,Personal Vehicles,3147,2003,Feb,Sat
Brownsville,TX,2301,US-Mexico Border,2013-08-01,Personal Vehicles,367820,2013,Aug,Thu
Douglas,AZ,2601,US-Mexico Border,2010-06-01,Trucks,2153,2010,Jun,Tue
Port Huron,MI,3802,US-Canada Border,1999-01-01,Bus Passengers,4307,1999,Jan,Fri
Nogales,AZ,2604,US-Mexico Border,2001-10-01,Personal Vehicles,284090,2001,Oct,Mon
Calais,ME,115,US-Canada Border,2014-05-01,Truck Containers Empty,1474,2014,May,Thu
Porthill,ID,3308,US-Canada Border,2017-06-01,Buses,4,2017,Jun,Thu
Bridgewater,ME,127,US-Canada Border,2003-07-01,Truck Containers Empty,171,2003,Jul,Tue
Northgate,ND,3406,US-Canada Border,2018-12-01,Rail Containers Empty,56,2018,Dec,Sat
Columbus,NM,2406,US-Mexico Border,2015-03-01,Personal Vehicles,33852,2015,Mar,Sun
Eastport,ID,3302,US-Canada Border,2010-01-01,Train Passengers,188,2010,Jan,Fri
Noonan,ND,3420,US-Canada Border,2005-10-01,Personal Vehicles,4719,2005,Oct,Sat
Andrade,CA,2502,US-Mexico Border,2007-06-01,Pedestrians,71637,2007,Jun,Fri
Dunseith,ND,3422,US-Canada Border,1996-01-01,Personal Vehicles,2951,1996,Jan,Mon
Portal,ND,3403,US-Canada Border,2005-07-01,Trains,172,2005,Jul,Fri
Trout River,NY,715,US-Canada Border,1999-10-01,Trains,55,1999,Oct,Fri
Raymond,MT,3301,US-Canada Border,2008-04-01,Truck Containers Empty,281,2008,Apr,Tue
Del Rio,TX,2302,US-Mexico Border,2015-07-01,Personal Vehicle Passengers,251756,2015,Jul,Wed
Roma,TX,2310,US-Mexico Border,2002-03-01,Pedestrians,23617,2002,Mar,Fri
Carbury,ND,3421,US-Canada Border,2017-01-01,Personal Vehicle Passengers,1826,2017,Jan,Sun
Brownsville,TX,2301,US-Mexico Border,2011-09-01,Buses,508,2011,Sep,Thu
Raymond,MT,3301,US-Canada Border,2008-08-01,Personal Vehicles,3454,2008,Aug,Fri
Douglas,AZ,2601,US-Mexico Border,2009-11-01,Truck Containers Full,1331,2009,Nov,Sun
Buffalo-Niagara Falls,NY,901,US-Canada Border,2005-04-01,Trucks,91727,2005,Apr,Fri
Laredo,TX,2304,US-Mexico Border,2002-09-01,Bus Passengers,50486,2002,Sep,Sun
Derby Line,VT,209,US-Canada Border,2002-01-01,Personal Vehicles,50600,2002,Jan,Tue
Sasabe,AZ,2606,US-Mexico Border,2004-12-01,Personal Vehicle Passengers,9818,2004,Dec,Wed
Calais,ME,115,US-Canada Border,2018-09-01,Personal Vehicles,61742,2018,Sep,Sat
Port Huron,MI,3802,US-Canada Border,1999-12-01,Train Passengers,3077,1999,Dec,Wed
Lukeville,AZ,2602,US-Mexico Border,2017-04-01,Personal Vehicles,34412,2017,Apr,Sat
Lukeville,AZ,2602,US-Mexico Border,2016-08-01,Personal Vehicle Passengers,63559,2016,Aug,Mon
Nogales,AZ,2604,US-Mexico Border,2005-02-01,Bus Passengers,11324,2005,Feb,Tue
Calexico East,CA,2507,US-Mexico Border,2015-03-01,Buses,265,2015,Mar,Sun
Limestone,ME,118,US-Canada Border,2014-03-01,Truck Containers Empty,51,2014,Mar,Sat
St. John,ND,3405,US-Canada Border,2001-02-01,Truck Containers Empty,118,2001,Feb,Thu
Santa Teresa,NM,2408,US-Mexico Border,1998-08-01,Bus Passengers,46,1998,Aug,Sat
Bar Harbor,ME,112,US-Canada Border,2006-09-01,Pedestrians,1708,2006,Sep,Fri
Calexico East,CA,2507,US-Mexico Border,2017-09-01,Train Passengers,20,2017,Sep,Fri
Port Huron,MI,3802,US-Canada Border,2003-09-01,Trucks,82270,2003,Sep,Mon
Sarles,ND,3409,US-Canada Border,2014-07-01,Personal Vehicles,519,2014,Jul,Tue
St. John,ND,3405,US-Canada Border,2017-07-01,Truck Containers Empty,44,2017,Jul,Sat
Nogales,AZ,2604,US-Mexico Border,2004-04-01,Personal Vehicle Passengers,777485,2004,Apr,Thu
Turner,MT,3306,US-Canada Border,2007-08-01,Trucks,29,2007,Aug,Wed
Lancaster,MN,3430,US-Canada Border,2019-03-01,Truck Containers Empty,339,2019,Mar,Fri
Pembina,ND,3401,US-Canada Border,2004-04-01,Truck Containers Empty,849,2004,Apr,Thu
Warroad,MN,3423,US-Canada Border,2006-04-01,Pedestrians,6,2006,Apr,Sat
Derby Line,VT,209,US-Canada Border,2015-04-01,Truck Containers Full,7254,2015,Apr,Wed
Roma,TX,2310,US-Mexico Border,1997-08-01,Personal Vehicles,98307,1997,Aug,Fri
Champlain-Rouses Point,NY,712,US-Canada Border,2017-12-01,Personal Vehicle Passengers,169536,2017,Dec,Fri
Houlton,ME,106,US-Canada Border,1996-09-01,Bus Passengers,1268,1996,Sep,Sun
Ogdensburg,NY,701,US-Canada Border,2011-08-01,Pedestrians,19,2011,Aug,Mon
Detroit,MI,3801,US-Canada Border,2004-04-01,Truck Containers Empty,16567,2004,Apr,Thu
Laredo,TX,2304,US-Mexico Border,1997-01-01,Pedestrians,275597,1997,Jan,Wed
Douglas,AZ,2601,US-Mexico Border,2000-12-01,Trucks,2999,2000,Dec,Fri
Morgan,MT,3319,US-Canada Border,2001-02-01,Personal Vehicle Passengers,987,2001,Feb,Thu
Morgan,MT,3319,US-Canada Border,1996-12-01,Personal Vehicle Passengers,740,1996,Dec,Sun
Trout River,NY,715,US-Canada Border,2015-03-01,Truck Containers Full,288,2015,Mar,Sun
Blaine,WA,3004,US-Canada Border,2011-12-01,Truck Containers Full,18678,2011,Dec,Thu
Champlain-Rouses Point,NY,712,US-Canada Border,2009-04-01,Personal Vehicle Passengers,142176,2009,Apr,Wed
Portland,ME,101,US-Canada Border,2001-09-01,Personal Vehicles,2735,2001,Sep,Sat
Calexico East,CA,2507,US-Mexico Border,2010-08-01,Truck Containers Full,13463,2010,Aug,Sun
Baudette,MN,3424,US-Canada Border,1998-02-01,Truck Containers Empty,346,1998,Feb,Sun
Jackman,ME,104,US-Canada Border,1998-04-01,Pedestrians,366,1998,Apr,Wed
Laurier,WA,3016,US-Canada Border,2015-10-01,Rail Containers Full,238,2015,Oct,Thu
Van Buren,ME,108,US-Canada Border,2014-10-01,Pedestrians,8,2014,Oct,Wed
Champlain-Rouses Point,NY,712,US-Canada Border,2013-08-01,Rail Containers Full,6631,2013,Aug,Thu
Blaine,WA,3004,US-Canada Border,2004-10-01,Truck Containers Full,22579,2004,Oct,Fri
Blaine,WA,3004,US-Canada Border,2010-12-01,Truck Containers Full,16208,2010,Dec,Wed
Bridgewater,ME,127,US-Canada Border,1996-08-01,Bus Passengers,17,1996,Aug,Thu
Warroad,MN,3423,US-Canada Border,2008-08-01,Pedestrians,14,2008,Aug,Fri
Derby Line,VT,209,US-Canada Border,1998-02-01,Bus Passengers,8815,1998,Feb,Sun
Port Angeles,WA,3007,US-Canada Border,2016-12-01,Buses,11,2016,Dec,Thu
Point Roberts,WA,3017,US-Canada Border,2019-05-01,Buses,44,2019,May,Wed
Calexico East,CA,2507,US-Mexico Border,2020-01-01,Rail Containers Full,62,2020,Jan,Wed
Douglas,AZ,2601,US-Mexico Border,2019-01-01,Truck Containers Full,1786,2019,Jan,Tue
Fort Kent,ME,110,US-Canada Border,1996-02-01,Pedestrians,803,1996,Feb,Thu
Madawaska,ME,109,US-Canada Border,2008-10-01,Truck Containers Empty,1453,2008,Oct,Wed
Trout River,NY,715,US-Canada Border,2003-09-01,Personal Vehicle Passengers,33564,2003,Sep,Mon
Skagway,AK,3103,US-Canada Border,2001-09-01,Train Passengers,3657,2001,Sep,Sat
Laurier,WA,3016,US-Canada Border,1996-03-01,Train Passengers,60,1996,Mar,Fri
Del Rio,TX,2302,US-Mexico Border,2006-03-01,Bus Passengers,97,2006,Mar,Wed
Calexico,CA,2503,US-Mexico Border,2001-08-01,Pedestrians,636438,2001,Aug,Wed
Sault Sainte Marie,MI,3803,US-Canada Border,2004-08-01,Rail Containers Empty,1451,2004,Aug,Sun
Buffalo-Niagara Falls,NY,901,US-Canada Border,2012-09-01,Pedestrians,30432,2012,Sep,Sat
Alcan,AK,3104,US-Canada Border,2019-02-01,Personal Vehicles,827,2019,Feb,Fri
Scobey,MT,3309,US-Canada Border,1997-07-01,Personal Vehicle Passengers,1875,1997,Jul,Tue
Del Rio,TX,2302,US-Mexico Border,2006-07-01,Buses,98,2006,Jul,Sat
Naco,AZ,2603,US-Mexico Border,2003-01-01,Truck Containers Full,129,2003,Jan,Wed
Naco,AZ,2603,US-Mexico Border,2004-05-01,Trucks,489,2004,May,Sat
Walhalla,ND,3407,US-Canada Border,2019-02-01,Personal Vehicle Passengers,3606,2019,Feb,Fri
Eastport,ID,3302,US-Canada Border,2001-10-01,Rail Containers Empty,409,2001,Oct,Mon
Trout River,NY,715,US-Canada Border,2011-10-01,Personal Vehicles,15942,2011,Oct,Sat
Hidalgo,TX,2305,US-Mexico Border,2000-08-01,Truck Containers Full,14924,2000,Aug,Tue
San Luis,AZ,2608,US-Mexico Border,1999-01-01,Pedestrians,294255,1999,Jan,Fri
Vanceboro,ME,105,US-Canada Border,2008-07-01,Pedestrians,55,2008,Jul,Tue
Eagle Pass,TX,2303,US-Mexico Border,2004-02-01,Truck Containers Empty,2971,2004,Feb,Sun
Dunseith,ND,3422,US-Canada Border,1999-11-01,Personal Vehicles,3582,1999,Nov,Mon
Roosville,MT,3318,US-Canada Border,2011-08-01,Truck Containers Full,933,2011,Aug,Mon
Brownsville,TX,2301,US-Mexico Border,2016-12-01,Trains,58,2016,Dec,Thu
Andrade,CA,2502,US-Mexico Border,2006-09-01,Trucks,73,2006,Sep,Fri
Santa Teresa,NM,2408,US-Mexico Border,2018-01-01,Buses,12,2018,Jan,Mon
Ogdensburg,NY,701,US-Canada Border,2005-02-01,Truck Containers Full,4718,2005,Feb,Tue
Buffalo-Niagara Falls,NY,901,US-Canada Border,2018-03-01,Truck Containers Empty,18310,2018,Mar,Thu
Derby Line,VT,209,US-Canada Border,2012-02-01,Personal Vehicles,45968,2012,Feb,Wed
Alcan,AK,3104,US-Canada Border,2000-06-01,Buses,151,2000,Jun,Thu
Fortuna,ND,3417,US-Canada Border,2013-11-01,Trucks,214,2013,Nov,Fri
Baudette,MN,3424,US-Canada Border,2004-08-01,Trucks,500,2004,Aug,Sun
Raymond,MT,3301,US-Canada Border,1998-01-01,Buses,6,1998,Jan,Thu
Neche,ND,3404,US-Canada Border,1998-08-01,Truck Containers Full,940,1998,Aug,Sat
Brownsville,TX,2301,US-Mexico Border,2014-08-01,Truck Containers Empty,5807,2014,Aug,Fri
Fort Fairfield,ME,107,US-Canada Border,2011-07-01,Truck Containers Empty,101,2011,Jul,Fri
Buffalo-Niagara Falls,NY,901,US-Canada Border,2013-03-01,Rail Containers Full,7809,2013,Mar,Fri
Rio Grande City,TX,2307,US-Mexico Border,2017-07-01,Personal Vehicle Passengers,66730,2017,Jul,Sat
Van Buren,ME,108,US-Canada Border,2006-11-01,Personal Vehicle Passengers,39681,2006,Nov,Wed
Point Roberts,WA,3017,US-Canada Border,2018-04-01,Pedestrians,1991,2018,Apr,Sun
Boundary,WA,3015,US-Canada Border,2005-01-01,Trains,18,2005,Jan,Sat
Dalton Cache,AK,3106,US-Canada Border,2011-01-01,Personal Vehicle Passengers,1023,2011,Jan,Sat
Norton,VT,211,US-Canada Border,2007-11-01,Truck Containers Empty,201,2007,Nov,Thu
Fort Kent,ME,110,US-Canada Border,2001-11-01,Trucks,1502,2001,Nov,Thu
Noyes,MN,3402,US-Canada Border,2003-07-01,Trains,94,2003,Jul,Tue
Eastport,ID,3302,US-Canada Border,2015-04-01,Train Passengers,238,2015,Apr,Wed
Richford,VT,203,US-Canada Border,1996-11-01,Buses,2,1996,Nov,Fri
Madawaska,ME,109,US-Canada Border,2016-11-01,Trucks,1607,2016,Nov,Tue
Calais,ME,115,US-Canada Border,2001-02-01,Bus Passengers,470,2001,Feb,Thu
Ferry,WA,3013,US-Canada Border,2010-04-01,Personal Vehicle Passengers,1340,2010,Apr,Thu
Blaine,WA,3004,US-Canada Border,2010-08-01,Personal Vehicle Passengers,730675,2010,Aug,Sun
Sweetgrass,MT,3310,US-Canada Border,2003-10-01,Truck Containers Empty,543,2003,Oct,Wed
Naco,AZ,2603,US-Mexico Border,2006-02-01,Buses,15,2006,Feb,Wed
Portal,ND,3403,US-Canada Border,2014-12-01,Pedestrians,264,2014,Dec,Mon
Laredo,TX,2304,US-Mexico Border,2008-05-01,Buses,3250,2008,May,Thu
Beecher Falls,VT,206,US-Canada Border,2003-09-01,Personal Vehicle Passengers,14723,2003,Sep,Mon
Eagle Pass,TX,2303,US-Mexico Border,2001-11-01,Trains,143,2001,Nov,Thu
St. John,ND,3405,US-Canada Border,2014-10-01,Bus Passengers,19,2014,Oct,Wed
Boundary,WA,3015,US-Canada Border,2010-11-01,Personal Vehicle Passengers,7820,2010,Nov,Mon
Roma,TX,2310,US-Mexico Border,2011-12-01,Truck Containers Full,395,2011,Dec,Thu
Massena,NY,704,US-Canada Border,2018-01-01,Buses,270,2018,Jan,Mon
Buffalo-Niagara Falls,NY,901,US-Canada Border,2012-10-01,Truck Containers Empty,20990,2012,Oct,Mon
Grand Portage,MN,3613,US-Canada Border,2010-07-01,Pedestrians,4,2010,Jul,Thu
Laurier,WA,3016,US-Canada Border,2015-09-01,Bus Passengers,102,2015,Sep,Tue
Fort Kent,ME,110,US-Canada Border,2020-02-01,Bus Passengers,18,2020,Feb,Sat
San Luis,AZ,2608,US-Mexico Border,2016-09-01,Trucks,1937,2016,Sep,Thu
Houlton,ME,106,US-Canada Border,2015-07-01,Personal Vehicle Passengers,61092,2015,Jul,Wed
Westhope,ND,3419,US-Canada Border,2011-04-01,Personal Vehicle Passengers,1904,2011,Apr,Fri
Lynden,WA,3023,US-Canada Border,2001-01-01,Bus Passengers,505,2001,Jan,Mon
Santa Teresa,NM,2408,US-Mexico Border,2017-08-01,Truck Containers Full,5886,2017,Aug,Tue
El Paso,TX,2402,US-Mexico Border,1997-07-01,Truck Containers Full,24951,1997,Jul,Tue
Nogales,AZ,2604,US-Mexico Border,1996-03-01,Bus Passengers,1386,1996,Mar,Fri
Dalton Cache,AK,3106,US-Canada Border,2001-07-01,Truck Containers Empty,68,2001,Jul,Sun
Maida,ND,3416,US-Canada Border,1999-08-01,Personal Vehicles,1665,1999,Aug,Sun
Highgate Springs-Alburg,VT,212,US-Canada Border,1999-04-01,Truck Containers Full,9841,1999,Apr,Thu
Ketchikan,AK,3102,US-Canada Border,2007-10-01,Truck Containers Empty,1,2007,Oct,Mon
Champlain-Rouses Point,NY,712,US-Canada Border,2009-09-01,Trains,123,2009,Sep,Tue
Whitlash,MT,3321,US-Canada Border,2006-08-01,Truck Containers Empty,48,2006,Aug,Tue
Wildhorse,MT,3323,US-Canada Border,2005-01-01,Bus Passengers,30,2005,Jan,Sat
Rio Grande City,TX,2307,US-Mexico Border,2009-10-01,Truck Containers Empty,548,2009,Oct,Thu
Boundary,WA,3015,US-Canada Border,2002-02-01,Buses,4,2002,Feb,Fri
Wildhorse,MT,3323,US-Canada Border,2009-01-01,Trucks,178,2009,Jan,Thu
Pembina,ND,3401,US-Canada Border,2013-01-01,Buses,57,2013,Jan,Tue
Vanceboro,ME,105,US-Canada Border,2013-09-01,Bus Passengers,12,2013,Sep,Sun
Sasabe,AZ,2606,US-Mexico Border,2013-01-01,Personal Vehicles,1310,2013,Jan,Tue
Roosville,MT,3318,US-Canada Border,2017-07-01,Personal Vehicle Passengers,47376,2017,Jul,Sat
Calais,ME,115,US-Canada Border,2018-03-01,Trucks,4531,2018,Mar,Thu
